Recency,Frequency,Monetary,CustomerID,Cluster,Segment,PCA1,PCA2
1.4637688201697454,-0.9574905229572076,3.7859138306199327,12346.0,2,Loyal Customers,0.9264480413277657,2.672633173939586
-2.035553685969006,1.6689593345330354,1.4442799969583646,12747.0,1,Champions,2.934387720845219,-0.6342983327661411
-2.337994096246724,5.864515281037611,3.1199825953743248,12748.0,1,Champions,6.680454649768789,1.0034621600321958
-1.6545238312596755,0.6529098341021731,1.423879680661143,12749.0,1,Champions,2.100500522827637,-0.5968308424092645
-1.820968799916,0.3856538574586182,0.2438796398146182,12820.0,3,Potential Loyalists,1.31458642597728,-1.3377420918148715
1.15099231150914,-0.9574905229572076,-1.6130648426124552,12821.0,0,At Risk Customers,-2.1442856640140104,-3.742934402455901e-05
0.3349879096316069,-0.3631396663286888,0.249435633145902,12822.0,2,Loyal Customers,-0.24602603013595203,0.2972467217905545
0.375317181513606,0.6529098341021731,0.7456288170167047,12823.0,2,Loyal Customers,0.6572058605285883,0.8309458642438073
0.2113218368356931,-0.9574905229572076,-0.4498650718603351,12824.0,0,At Risk Customers,-0.9679961683672865,-0.28253576825758653
-1.820968799916,1.0746084779045164,0.6037297459902757,12826.0,1,Champions,1.9550183342850858,-0.9887366212931281
-1.4035458820950983,0.0585589774736545,-0.385769834156478,12827.0,3,Potential Loyalists,0.5226496052805886,-1.3521364734830283
-1.820968799916,0.8788715427006808,0.3064824744594246,12828.0,1,Champions,1.656377913772402,-1.1747996062128712
1.4884477874050348,-0.3631396663286888,-0.6936713316641667,12829.0,0,At Risk Customers,-1.3998857923260895,0.8600446075562471
-0.1223327441431274,0.8788715427006808,1.8341847972308305,12830.0,2,Loyal Customers,1.7023404895559016,0.9537867217480432
1.3013050800400898,-0.9574905229572076,-0.941415022086168,12831.0,0,At Risk Customers,-1.8192144002134143,0.42739995965866645
-0.2469400282071815,-0.3631396663286888,-0.4788419272138645,12832.0,3,Potential Loyalists,-0.3843837978585205,-0.5232949362528053
0.8623017805434106,-0.9574905229572076,-0.409948270707243,12833.0,0,At Risk Customers,-1.2768260358203403,0.2900868497358117
1.3586060269049256,-0.9574905229572076,-0.6423350915055129,12834.0,0,At Risk Customers,-1.6695400169494026,0.6095247392575758
0.1989924680102135,0.3856538574586182,1.063465080289746,12836.0,2,Loyal Customers,0.772603391418773,0.7491344588937828
0.9931706739365764,-0.9574905229572076,-1.3189732557139726,12837.0,0,At Risk Customers,-1.8876473122733002,-0.003485784124422777
-0.2030503207773262,-0.3631396663286888,-0.0144863901657435,12838.0,3,Potential Loyalists,-0.128958786340985,-0.2789444837058878
-1.820968799916,1.9960542145179991,1.675111648917666,12839.0,1,Champions,3.1646651458380206,-0.258976293714453
0.857175232315183,0.3856538574586182,1.0977684843166522,12840.0,2,Loyal Customers,0.4567332773471233,1.3253944300498282
-1.5185283896382826,2.8023394040345697,1.4102973735474715,12841.0,1,Champions,3.3491358849590838,0.10154007376696825
0.3245554342434772,-0.3631396663286888,0.381915761929216,12842.0,2,Loyal Customers,-0.16142171326681798,0.347395694191728
0.2813021686875838,1.247260690730692,0.7190476102030402,12843.0,2,Loyal Customers,1.056085665409368,0.9017037332167297
-0.3180328283205103,-0.3631396663286888,-0.6082207035760925,12844.0,3,Potential Loyalists,-0.4254649013747977,-0.6415461680773696
1.315352761349032,0.3856538574586182,-0.5418489532521665,12845.0,0,At Risk Customers,-0.7585404626690901,0.985195337784059
-0.516223431776681,-0.9574905229572076,0.1811388981415375,12847.0,3,Potential Loyalists,-0.21857420551837667,-0.6214152283643954
-0.2698929109238274,-0.3631396663286888,0.3314685700267025,12849.0,2,Loyal Customers,0.11221385133001589,-0.18173769815185187
0.5649529247179756,-0.9574905229572076,-1.312570136364334,12851.0,0,At Risk Customers,-1.6649543820777544,-0.36560430664431637
1.3894756665001198,-0.9574905229572076,-0.644467821630264,12852.0,0,At Risk Customers,-1.686593610512077,0.6348846214419173
0.8093781831530048,0.8788715427006808,0.831174888253711,12853.0,2,Loyal Customers,0.6259721068912724,1.3008907429297953
